id	tweet	subtask_a	subtask_b	subtask_c
2222	भिकारडी मालिका दाखवणे बंद करा त्या पेक्षा युट्युब वरची गावाकडची गोष्ट ही मालिका दाखवा	OFF	UNT	
2223	च्यायला हा शशांक माझा खास दोस्त आहे	OFF	UNT	
2224	२००₹ फक्त? यापेक्षा जास्त तर आमचे हुशार खोटे सारखे मंद सैनिक कमावतात	OFF	UNT	
2225	त्यांना  हा पाकिस्तान चा भाग नसून राज्यघनेनुसार तो भारतातचाच भाग आहे कदाचित हे पण माहीत नसावं मंद बुद्धी	OFF	UNT	
2226	भक्त मंद असतात हे सत्य आहे ।।	OFF	UNT	
2227	आले आले आलेमराठी भैये आलेअरे शेमन्यानो ती महाराष्ट्राला मुंबई…	OFF	UNT	
2228	आधी बातमी वाच रे मंद भक्ता तुमच्या सारख्या लोकांसाठी च बनवून ठेवलीय जरा कमी तोंडाव…	OFF	UNT	
2229	च्यायला अन्याय आहे हा	OFF	UNT	
2230	म्हणून तर तुमच्या सारख्या ची मिडिया मारते आकलेचा तर काय पत्ता नसतो आन बड बड कराय…	OFF	UNT	
2231	अरे मंद बुद्धी लढाक मध्ये चीनी सैनिक पण मेले आणि ह्या दोन गोष्टींची तुलना करताना लाज वाट…	OFF	UNT	
2232	मंद बुद्धी???	OFF	UNT	
2233	या मंद लोकांना नोकरी गेली तर काही वाटत नाही यार	OFF	UNT	
2234	च्यायला हे मोदी बेन सर्वपित्री अमावस्या ची पैदास हाय	OFF	UNT	
2235	बावळट मुंबईत घरे आहेत माझी मुंबईत आणि  ठाण्याला  कधी येतोस बघायला …	OFF	UNT	
2236	त्यांची औकात कित्येक वर्षे तीच आहे  पुर्वी देशद्रोह्याना किवा गुन्हेगाराना शिव्या घालायचे …	OFF	UNT	
2237	पितृपक्ष सत्य वचन आयुष्य असं मनसोक्त जगा की शेवटी कावळा नुसता शिवला नाही तर लोळला पाहिजे	OFF	UNT	
2238	मंद सैनिकांनी हा लेख नीट त्यात काय म्हंटलं ते नीट वाचा राज ठाकरे नां कुठे मदत मागितली नाहीं आणि टाळी पण दिलेली ना…	OFF	UNT	
2239	तुम्ही मग काय गोट्या खेळता	OFF	UNT	
2240	अरे मंद भक्ता कलाकाराने केलेला अभिनय आणि तुझ्या या निर्लज माणसाने केलेली…	OFF	UNT	
2241	मग तो आपला गिरीश काय करतोय रे हल्ली आणि सौमया।ने गोट्या खेळणे सोडलं का रे	OFF	UNT	
2242	मंद भक्ति बाजूला ठेव मि…	OFF	UNT	
2243	मी कीती तरी मंद लोकांकडून ऐकलं की मोदी तानाशाही करतोय म्हणून आणि उदाहरण मागितले तर प्रोपेर एक पण नाही आणि आज ताना…	OFF	UNT	
2244	भातुसे माजी सैनिकांना मारहाण करण्याचे महान कार्य केल्याबद्दल आपण दलिंदर गुंडाबद्दल तोंडातून शब्द बा…	OFF	UNT	
2245	राज्यात पोहे खाल्ले जातात पोहा नाही  असे छुपी हिंदीकरण दिसेल तिथे हाणून पाडा आणि हो इथली राजभाषा	OFF	UNT	
2246	मंद लोकांचं ठीक आहे पण मोठ्याना कळायला पाहिजे ना	OFF	UNT	
2247	माणसाच्या तोंडात भाजपची चावी लागली की आपोआप काश्मिरी पंडीत अयोध्या पाकिस्तान राष्ट्रवाद हे शब्द बाहेर येतात।	OFF	UNT	
2248	काही लोकांना फेकू ऐवजी दळभद्री	OFF	UNT	
2249	फालतुगिरी पाहत सुद्धा नाही आणि पाहणार सुद्धा नाही आणि को…	OFF	UNT	
2250	बोललोय भाऊ हे घरी दारी सगळीकडे असं दुसऱ्यांना मादरचोद म्हणू नाही आपले संस्कार दिसतात	OFF	UNT	
2251	यानी सल्ला दिला आणि मंद सगळी कडे टाळी दिली टाळी दिली म्हणुन उर बडवत आहेत बाळासाहेबा ची निवड योग्यच होती	OFF	UNT	
2252	मंद बुद्धी माणूस खळखळ लाट कर	OFF	UNT	
2253	मराठी भैय्याना हाकलून लावला पाहिजे बिहार ला तिथली औकात समजेल आणि असले भिकारचोट कमेंट करणार नाही	OFF	UNT	
2254	अरे मुर्खा तो मार्क मेन्युअल आहे अबू सालेम नाहीचला निघा अता सतरंज्या उचला	OFF	UNT	
2255	मराठीचा अभिमान दाखवणार्या मराठी नट नट्या लग्न मात्र पर भाषिकांशी पर प्रांतियांशी पर धर्मियांशी करतात तेव्हा मराठी अस्मि…	OFF	UNT	
2256	एखादं कार्ट नालायक चोरटं भामटं गुंड भंपक मुजोर मर्कट हालकट मग्रुर निघालं तर समाज त्याला जास्त दिवस खपवुन घेत नाही …	OFF	UNT	
2257	हे असले दळभद्री कसे जन्माला…	OFF	TIN	OTH
2258	च्यायला यांना झालं म्हणजे काही डोंगर कोसल का? अमित शाह आणि बरेच भाजप आणि इतर पक्षाचे नेते ना ही करोना…	OFF	TIN	OTH
2259	महाराष्ट्रद्रोही अशिक्षित आणि बावळट लोक पण व्यक्त होत आहेत शिक्षण धोरणा वर	OFF	TIN	OTH
2260	फोड ना ते ऑफिस लावून टाक आग त्याला भेंचोत जिंदगी झाट् झालीय	OFF	TIN	OTH
2261	ज्या एकाचा डोळा लाल झाला आहे ना तो पूर्व नौसैनिक आहे हे न समजू शकणारे किती मंद आहेत…	OFF	TIN	OTH
2262	खरंच खूप सुंदर व्हिडीओ अतिशय समर्पक आणि चपखल शब्दात सर्व मांडलंय हे पाहून तरी इथल्या भय्यांना अक्कल यावी हीच अपे…	OFF	TIN	OTH
2263	दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाजहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर …	OFF	TIN	OTH
2264	हेच तर विशेष आहे यांचे म्हणून   वर आणुन सोडले होते दळभद्री पिढ्यानपिढ्या स्वतःच्या तुंबड्या भर…	OFF	TIN	OTH
2265	सह्याद्रीकडे डोळे वटारून पाहिले तर डोळे काढून गोट्या खेळू सह्याद्रीला अपशब्द वापरले तर जीभ छाटली जाईल सह्याद्री…	OFF	TIN	OTH
2266	हे टुकार दळभद्री चित्र त्या विवेक अग्निहोत्री ने नुसते कंगना ला फॉरवर्ड केले की कुत्सित बुद्धीने स्वतः…	OFF	TIN	OTH
2267	वर्ष गोट्या खेळले का? म्हणे प्रयत्नांची शर्थ करू	OFF	TIN	OTH
2268	गोट्या खेळत होते	OFF	TIN	OTH
2269	भिकारचोट लेकाचे मिडिया कलाकार सगळे विकले गेले आहे राज्य सरकारच्या कामासाठी	OFF	TIN	OTH
2270	तुझ्या घरी आला होतो का माझा बाप मादरचौद चल निघ बिहारी	OFF	TIN	OTH
2271	खूप घाण शिव्या येत आहेत आता या पारभाषिक रांडांची बाजू घेणारे नक्कीच रांड चीच अवलाद असणार	OFF	TIN	OTH
2272	मंद सैनिकांना हे घंटा माहीत आहे काय कुठे असतं ते बस्स जीभ उचला आणि लावा टाळ्याला	OFF	TIN	OTH
2273	महाराष्ट्रातील जनतेला व्हेंटिलेटर मास्क पीपीई किट देणार नाहीत पण एका माथेफिरू बाईला  ग्रेड सुरक्षा देणार	OFF	TIN	OTH
2274	काही सांगू शकत नाही ह्या मंद सैनिकांचं आज सकाळी काही ज्येष्ठ लोकं भेटले मॉर्निंग वॉक ला ज्यांना खात्री…	OFF	TIN	OTH
2275	च्यायला हे येडझवेच आहे वाटत विरोधी पक्ष नेता म्हणून भाव दिला तरी रडतय नाही दिला तरी रडतात साले	OFF	TIN	OTH
2276	बेकायदा ऑफिस तोडलं आहे कंगनाचं आणि चवताळलेत खाल्या मिठाला तरी जागा रे डुप्लिकेट बिहाऱ्यांनो जय	OFF	TIN	OTH
2277	अरे कसा रे तू इतका मंद हींदिचा चाटूकार मंदबुद्धीमधे तुम्ही भैय्ये लोक भारतात सर्वात पुढे इत…	OFF	TIN	OTH
2278	भक्तांची आधुनिक झासी कंगना रानावत हिचे झाशीच्या राणी बद्दलच वक्तव्य बघा तुम्हाला लाज वाटायला पाहिजे दळभद्री बिं…	OFF	TIN	OTH
2279	मुम्बई मधे तुम्ही तरी काय करुन दाखवलेझाट सुधा नाही दर वर्षी पावसाळा आला की तुम्ही केलेली…	OFF	TIN	OTH
2280	त्यांच्यापेक्षा त्यांचे नेते जास्त मंद आहेत	OFF	TIN	OTH
2281	कोरोनाचे बघा आता नाहीतर लोक शेण घालतील तुमच्या तोंडात	OFF	TIN	OTH
2282	हरामखोर लोकांनी स्वतःसाठी लावला असणार चिंग चॉन्ग गाण्यांवर मज्जा येत नाही म्हणून दळभद्री कुठचे	OFF	TIN	OTH
2283	तुम्ही तर शरदची लाळ चाटतत म्हणुन शब्द तसेच येणार जास्ती तोंडात एका बाजूला ठेवून	OFF	TIN	OTH
2284	अरे जेव्हा कंगना मुंबई बद्दल अपशब्द काढत होती तेव्हा तुझ्या सारख्या महाराष्ट्रद्रोही आणि दळभद्री लोक बिळात जाऊन बसले होते आ…	OFF	TIN	OTH
2285	ज्या पाकिस्तानने आपले जवान शहिद केले त्या भिकारचोट पाकिस्तानच्या पंतप्रधानांसोबत तुमच्या शेठनी बिर्याणी खाल्ली ना ?…	OFF	TIN	OTH
2286	राजा खुश होत होता तेवढ्यात एक सहा सात वर्षांचा मुलगा तेथे आला आणि म्हणाला आयला ह्यो राजा तर नागडाच फिरतोय ते…	OFF	TIN	OTH
2287	असले दळभद्री चादरमोद कसे काय कुणाचे हिरो असु शकतील	OFF	TIN	OTH
2288	१०५ सह उरलेल्या सर्वाना एकच काम आपापल्या गोटया काढून गोटीगोटी खेळणेते पण स़ंजयने दिलंय	OFF	TIN	OTH
2289	राज्यात पोहे खाल्ले जातात पोहा नाही  असे छुपी हिंदीकरण दिसेल तिथे हाणून पाडा आणि हो इथली राजभाषा…	OFF	TIN	OTH
2290	हे असले दळभद्री देशसेवक लोकांच्या टॅक्स मधून पेन्शन घेणार आणि धुणीभांडी भाजप ची करणार	OFF	TIN	OTH
2291	भाजपा राम कदम वागण्यात चुकले नाहीत तर बोलण्यात चुकले मग अजित दादा तरी काय तोंडात मुतले होते का…	OFF	TIN	OTH
2292	राम कदम वागण्यात चुकले नाहीत तर बोलण्यात चुकले भाजपा मग अजित दादा तरी कुठं भक्तांच्या तोंडात मुतले होते	OFF	TIN	OTH
2293	थाय लंड	OFF	TIN	OTH
2294	गरीब जनतेला मिळालेले तांदूळ दुसऱ्या देशात विकणारे टिकाऊ ब्रा  रांड का ??	OFF	TIN	OTH
2295	फर्जी महानायक असली नालायक	OFF	TIN	OTH
2296	भेंचोद जेव्हा कोरोना कोरोना चालू होतं तेव्हा आईघाले म्हणायचे की चीन जीडीपी बेरोजगारीवर का बोलत नाय क…	OFF	TIN	OTH
2297	तुम्ही काय गोट्या खेळायला राज्य सरकार मध्ये आला आहे का ? केंद्राचं काय संबंध?	OFF	TIN	OTH
2298	मंद आहेत ही लोक	OFF	TIN	OTH
2299	दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर तु…	OFF	TIN	OTH
2300	ह्या न्यूज चॅनेल वाल्यांच्या तमाशा पाहून बाजारातून मेथी आणि कोथिंबीर आणायची सुद्धा भीती वाटते	OFF	TIN	OTH
2301	छत्रपती शिवाजी महाराज ह्यांची तुलना कोणाशीही होऊ शकतच नाही तरी सुद्धा मध्येच काही बावळट काही तरी उपद्व्याप करत अस…	OFF	TIN	OTH
2302	पण बरेच जण जन्मजात मंद मूर्ख आणि अंधभक्त असतातच की	OFF	TIN	OTH
2303	कर्नाटक मध्ये जेव्हा छत्रपती शिवाजी महाराजांचा पुतळा गायप केला गेला होता तेव्हा तोंडात काय गिळून गप्प होता	OFF	TIN	OTH
2304	मंदसत्तेचे लालची तुम्ही म्हणून आज गुंडांना मंत्री बनवून बाजूला बसलात बाळा साहे…	OFF	TIN	OTH
2305	आयटी सेल वाले दळभद्री	OFF	TIN	OTH
2306	मविआ चे चाटे काय गोट्या चोळत बसले काय नेत्यांच्या भिकारचोट साले आरक्षण	OFF	TIN	OTH
2307	@USER महागाई ची तुलना हिंदू धर्मा बरोबर करणारा हा चूतीया फक्त हिंदू च असतो दुसरी कोणाची हिम्मत नाही उघड उघड बोलायची…	OFF	TIN	IND
2308	महागाई ची तुलना हिंदू धर्मा बरोबर करणारा हा चूतीया फक्त हिंदू च असतो दुसरी कोणाची हिम्मत नाही उघड उघड बोलायची…	OFF	TIN	IND
2309	@USER @USER @USER @USER तू गांडू आहेस का दुसऱ्याला चुतीया बोलतोसतुझ्या बोच्यावर कधी…	OFF	TIN	IND
2310	@USER लोकांना चुतिया बनवायचे धंदे आहेत कर्म करा फळाची चिंता करू नका	OFF	UNT	
2311	@USER @USER अबे चूतिया ला मोदी सरकारने पण शपथ घेतली होती त्यांला पण पणवती आहे म्हणून म्हणणार…	OFF	TIN	IND
2312	@USER चुतिया चमचा चोर चुहार	OFF	UNT	
2313	@USER @USER @USER @USER चुतीया आहे तो एकजेव्हा तर्क नसतात त्यावेळी गुजरात अंधभ…	OFF	TIN	IND
2314	@USER @USER @USER एक वेगळाच चुतीया@USER वेगळीच चुतियागिरी ‍‍	OFF	TIN	IND
2315	चुतिया	OFF	UNT	
2316	@USER चूतीया()	OFF	UNT	
2317	आपले मुख्यमंत्री आहेत असं केकटणारा चुतीया कोण आहे?	OFF	TIN	IND
2318	@USER भाई जगताप ला बैलगाडी सांभाळता आलं नाही पण बाता बघायाच्या म्हणजे चुतीया बनायची पण एखाद असते यार राहु…	OFF	TIN	IND
2319	@USER मोगली चुतिया वावा	OFF	TIN	IND
2320	@USER @USER मंत्री आहे चुतीया मंत्री आहे राहतो कोंकणात आणि कोकणातील लोकांच्या मदतीसाठी मोदी ना विचारतो	OFF	TIN	IND
2321	@USER तू ला माहीत होत पुर येणार तर येडझवया त्या ८ रुग्णांना तुझ्याच घरी ठेवायचं चुतीया	OFF	TIN	IND
2322	@USER पुरोगामीविज्ञानवादी लोकं राशी सांगू लागलेत का कालपासूननंतर म्हणू नका बामनांनी किती मार्ग सापडलेत आम्हाला चुतीया बन…	OFF	UNT	
2323	@USER निव्वळ चुतिया	OFF	UNT	
2324	@USER ब्लु टिक सांगत आहे हे तुम्ही केलेले ट्विट आहे चुतीया बनवू शकत नाही लोकांना चुतीया रिपोर्टर	OFF	TIN	
2325	@USER ‍ लोकं येडझवे आहेत म्हणूनच चुतीया अन् गांडू राजकारणी लोकं हवे तसे वागवतात आपल्याला	OFF	TIN	GRP
2326	पुरोगामीविज्ञानवादी लोकं राशी सांगू लागलेत का कालपासूननंतर म्हणू नका बामनांनी किती मार्ग सापडलेत आम्हाला चु…	OFF	UNT	
2327	@USER रिस्क कव्हर च्या नावावर चुतीया बनवायचे धंदे आहे	OFF	UNT	
2328	सारखी चुतीया बनवणारी संस्था नाही नाफाखोर कंपनी	OFF	UNT	
2329	@USER चुतीया चॅनेल	OFF	TIN	OTH
2330	जेव्हा महाराष्ट्र पुरात बुडत होता तेव्हा काही चुतिया लोकं विडिओ बनवत होते व सेल्फी काढत होते माझया कडे विडिओ व से…	OFF	TIN	GRP
2331	@USER ती- खूप बदललास रे तूमी- मग काय आयुष्यभर चुतीया राहू का	OFF	UNT	
2332	ती- खूप बदललास रे तूमी- मग काय आयुष्यभर चुतीया राहू का	OFF	UNT	
2333	चूतिया	OFF	UNT	
2334	@USER ब्राम्हणांनी जातीयतेचं विष इतक समाजात खोल रुजवलं आहे की अजुन किती पिढ्या याखाली भरडल्या जातील नाही सांगता येणारमी माञ आ…	OFF	TIN	GRP
2335	@USER चुतीया	OFF	TIN	IND
2336	@USER @USER @USER @USER चुतिया ४	OFF	TIN	GRP
2337	@USER अखंड चुतिया आहे तो	OFF	TIN	IND
2338	@USER कोणी विचारलं तर सांगण्यात काही गैर नाहीपण स्वतः न विचारता सांगणे म्हणजे चूतिया गिरी आहे	OFF	UNT	
2339	@USER @USER चुतिया	OFF	TIN	GRP
2340	@USER @USER @USER तू न लावता चाटतोस तुझ्या प्रत्येक वरून कळतं ते झाटू मी…	OFF	TIN	IND
2341	@USER लोकांना हिंदुत्वाच्या नावाने चुतिया बनवणारे आज स्वतःच्या भाजपा कार्यालयाच्या लायब्ररीत कुराण ठेव…	OFF	TIN	IND
2342	@USER @USER @USER यांच्या बापाची सत्ता मुंबई पालिकेत आणि जाब इतरांना विचारणारकाय लोणचं घालाय…	OFF	TIN	OTH
2343	@USER @USER @USER चुतिया अंध भक्त	OFF	TIN	IND
2344	@USER @USER चुतिया अंध भक्त	OFF	TIN	IND
2345	@USER पप्पू आणि त्याच्या मूर्ख पिद्दी मिडीयाची हेरगिरी करुन इस्राएलला काय घंटा मिळणार ?ते इतके चुतीया नाहीत	OFF	TIN	OTH
2346	पप्पू आणि त्याच्या मूर्ख पिद्दी मिडीयाची हेरगिरी करुन इस्राएलला काय घंटा मिळणार ?ते इतके चुतीया नाहीत	OFF	TIN	OTH
2347	@USER ची जरा मंद आहे	OFF	TIN	IND
2348	@USER @USER @USER अरे मंद बुध्दी थोडे तरी डोकं लाव की निवडणूक आयोग कोणाच्या येतेलय अवघड ये तुमचं	OFF	TIN	IND
2349	@USER @USER @USER मंद बुद्धी भक्त …	OFF	TIN	IND
2350	@USER @USER @USER हे लोक स्वतः मंद बुद्धीचे प्रदर्शन करतात	OFF	TIN	GRP
2351	@USER @USER एकच मंद गोपीचंद	OFF	UNT	
2352	@USER @USER तुमचा ड्रॅगन मंद आहे	OFF	TIN	OTH
2353	@USER @USER मलकाच टोचन भेटलं तर एझवझ बोलायला लागलं अरे भिकरचोट हरले ना घरात काय बसवले मंद बु…	OFF	TIN	OTH
2354	@USER तुमच्या पक्षाचे काय झाले ते बघा आधी मंद	OFF	TIN	GRP
2355	@USER मंद आहे तो पण	OFF	TIN	IND
2356	@USER @USER अरे मंद बंगाल दाखवल्या वर का जळते??आणि महत्वाचं पंढरपूर मध्ये काय भाजपचा निष्ठावं…	OFF	TIN	IND
2357	@USER @USER त्यांना हेच माहीत नाही की ते मंद आहेत ते हीच मोठी समस्या आहे	OFF	TIN	GRP
2358	@USER @USER मंद लोकांना विचारणं आणि सावध करणं टाळा	OFF	TIN	GRP
2359	@USER मंद बुद्धी	OFF	TIN	IND
2360	@USER आपण पंढरपूर ला आणि त्या मंद बुद्धीने बंगाल मध्ये आणि आसाम मध्ये जे घाव घवीत यश मिळालं ते अतुलनीय आहे मोठा पेक्षा	OFF	TIN	IND
2361	विजय शंकर आयपीएल मधला सगळ्यात जड आणि मंद क्रिकेटर	OFF	TIN	IND
2362	@USER @USER मंद बुद्धी	OFF	TIN	IND
2363	@USER मंद बुद्धि	OFF	TIN	IND
2364	अंध भक्त मंद भक्त भक्त। भ…	OFF	TIN	IND
2365	@USER कॉंग्रेस घराणेशाही मुळ मंद लोकांचा पक्ष झाला आहे	OFF	TIN	OTH
2366	@USER @USER मंद बुद्धि	OFF	TIN	IND
2367	@USER @USER @USER अरे मंद बुद्धी ममता च्या विजया मागे हात होता म्हणे पंढरपूर निवडून आणता आलं नाही…	OFF	TIN	IND
2368	@USER @USER @USER खंडणी प्रकरण आहे मंद साहेब ते मुकेश अंबानी शी करताना पकडला गेलात तसेच हे	OFF	TIN	IND
2369	@USER अहो त्याचा रोजगार गेला ना तो महिन्याला ४० पैसे कमवायचा असली मंद बुध्दी लोक आहेत आपल्याकडे ज्यांना…	OFF	TIN	OTH
2370	@USER चंपा जी ब्लॉक करुन जाणारे भुरटे धड निवडणून येत नाही आणि आत्ता धमक्या द्यायला चालू झाले मंद बुद्धी नेता तेलकट चंपा …	OFF	TIN	IND
2371	चंपा जी ब्लॉक करुन जाणारे भुरटे धड निवडणून येत नाही आणि आत्ता धमक्या द्यायला चालू झाले मंद बुद्धी नेता तेलकट चंपा …	OFF	TIN	IND
2372	@USER मंद	OFF	UNT	
2373	केली का काय होते ते सांगा या झमन्याला आणि चेंबूर च्या एका म्हाताऱ्याच्या घरात घुसून डोळा फोडतात आ…	OFF	TIN	GRP
2374	@USER हिंदूंचा नरसंहार म्हणजे इतर धर्मीय भाजप आणि संघाला मानत नाही तर आता आपल्याला मिळालेल्या मतांची एकू…	NOT		
2375	@USER @USER @USER@USER @USER @USER पोलीसांनो याबद्दल…	NOT		
2376	@USER @USER हा मटनकरी अतिशय नालायक माणूसबाजारू नालायक	OFF	TIN	IND
2377	@USER @USER कोविड योद्धा महावितरण कर्मचारीआणि एसटी कर्मचारी बस मध्ये मांडीवर लोक घेतोबेस्ट सेवा देतो अंबुलन्स सेवा…	NOT		
2378	@USER ठेकेदारां कडून फक्त टक्केवारी गोळा करणे हिच यांची जबाबदारी बाकी जनतेला माझी कुटुंब माझी जबाबदारी ब्रीद वाक्य सांगुन…	NOT		
2379	@USER किती नालायक लोक है तुम्ही राज्यात आणि देशामध्ये करोना चा धुमकल लागला आणि तुम्हाला लोकांना सत्तेची भूक आहेहे पाप कुठे…	OFF	TIN	GRP
2380	@USER @USER कोविड योद्धा महावितरण कर्मचारीआणि एसटी कर्मचारी बस मध्ये मांडीवर लोक घेतोबेस्ट सेवा देतो अंबुलन्स सेवाऑ…	NOT		
2381	@USER @USER एकजात नालायक भडवे पत्रकार हैत काल नाच नाचले आज परत कोरोनाकड वळले माणस जाळली जातायत कुत्र्यागत	OFF	TIN	GRP
2382	@USER कोविड योद्धा महावितरण कर्मचारीआणि एसटी कर्मचारी बस मध्ये मांडीवर लोक घेतोबेस्ट सेवा देतो अंबुल…	NOT		
2383	@USER @USER जशी तुमच्यात पाचर मारल्यापासून ठाकरे द्वेषाने पेटला आहात बरोबर ना भात्याआणि महाराष्ट्राबद्दल चांगलं बोलल्या…	NOT		
2384	आपल्या देशात ना कोणाला शिस्तच नाही - नालायक लोकं कुठची - हे असले डायलॉग मारणाऱ्यांसाठी	OFF	UNT	
2385	ठेकेदारां कडून फक्त टक्केवारी गोळा करणे हिच यांची जबाबदारी बाकी जनतेला माझी कुटुंब माझी जबाबदारी ब्रीद वाक्य सां…	NOT		
2386	@USER जशी तुमच्यात पाचर मारल्यापासून ठाकरे द्वेषाने पेटला आहात बरोबर ना भात्याआणि महाराष्ट्राबद्दल चांग…	NOT		
2387	@USER सहि भन्नू भयो माननीय ज्यु यतिबेला कुर्सीको लडाईमा जनताले भोकै पेट र कोरोनाको महामारीसंग लड्दै यी नालायक…	NOT		
2388	@USER @USER @USER हा नालायक सरकार मध्ये कोण आहे?	OFF	TIN	GRP
2389	@USER @USER @USER मरू द्यात लोक नालायक आहेत	OFF	UNT	
2390	किती नालायक लोक है तुम्ही राज्यात आणि देशामध्ये करोना चा धुमकल लागला आणि तुम्हाला लोकांना सत्तेची भूक आहेहे पाप…	OFF	TIN	GRP
2391	@USER @USER अरे नालायक मानसा तुला आमचा विषय समजला नाही कुत्र्या आम्ही पैसे मागत नाही बिनपगारी नोकरी करायला तयार…	OFF	TIN	IND
2392	@USER @USER अरे नालायक इथे अक्कल लाव ना सर मुल्ला असल्यामुळे आता बंगाल मधे घायची…	OFF	TIN	IND
2393	@USER @USER नालायक माणसा मराठीत माफी मागतुझ्यासारख्या कसलीही चौकशी न करता बातम्या देणाऱ्या नालायक पत्रकारांमुळे प…	OFF	TIN	IND
2394	@USER @USER @USER तुमचा दिल्लीतील मालक सर्टिफिकेटवर फोटो टाकायला विसरला नाही पण व्हॅक्सीन…	NOT		
2395	@USER नालायक माणसा मराठीत माफी मागतुझ्यासारख्या कसलीही चौकशी न करता बातम्या देणाऱ्या नालायक पत्रकारां…	OFF	TIN	IND
2396	@USER कलकत्ते जा तू नालायक	OFF	TIN	IND
2397	@USER @USER बोला आता भाऊंनी छापलेल्या पत्रिकेत @USER @USER नाव का नाही उगाच का नालायक पणा करता बो…	OFF	UNT	
2398	@USER नालायक मोदी सरकार ते वयोगटातील व्यक्तींना लसीसाठी जो पुरवठा केला गेला राज्यांना तो बघा गुजरात ला बघा किती दिलाय आणि बा…	OFF	TIN	GRP
2399	नालायक मोदी सरकार ते वयोगटातील व्यक्तींना लसीसाठी जो पुरवठा केला गेला राज्यांना तो बघा गुजरात ला बघा किती…	OFF	TIN	GRP
2400	@USER हा हरामखोर सरळ सरळ पंढरपूरच्या मतदारांचा आणि लोकाशीला अपमान करत आहे आणि शिव्या घालत आहे आणि तुम्ही नाला…	OFF	TIN	IND
2401	@USER नालायक टकला	OFF	UNT	
2402	@USER @USER अरं तुमच्या पक्षाची लायकी काय नालायक ग्रीड फेल मंत्री	OFF	TIN	GRP
2403	@USER लोकशाहीत लोकांना बावळट नालायक म्हणून निवडणुका जिंकणार का ?ह्याचं आणि पक्षाचं कर्तृत्व काय ?…	OFF	UNT	
2404	@USER त्या भाजपा पेक्षा गोदी मीडियाची थोबाड बघा असं वाटतंय आता बांगड्याच फोडून घेतीलनालायक कुठले	OFF	TIN	GRP
2405	@USER मग नालायक साला गुंडा हरामखोर ही कोणती भाषा आहेनिदान बिस्कीट पत्रकार आहेत याचा तरी भान राख…	OFF	TIN	OTH
2406	@USER लोक नालायक आहेत चुक त्याची नाही २०१४ पासून आजपर्यंत या व्यक्तीने जे देशाच्या हितासाठी मत मांडली…	OFF	UNT	
2407	@USER मराठ्यांचात फूट पाडून राजकारण करणारा नालायक माणूस	OFF	TIN	IND
2408	@USER @USER @USER @USER पॉस्‍को कंपनीच्‍या भंगारावरून शिवसेना-राष्‍ट्रवादीत पु…	OFF	UNT	
2409	@USER बोला आता भाऊंनी छापलेल्या पत्रिकेत @USER @USER नाव का नाही उगाच का नालायक पणा कर…	OFF	UNT	
2410	@USER काही नालायक मराठी नेते याच्या विरोधात प्रचार करायला गेलेले निर्लज्ज	OFF	TIN	GRP
2411	नालायक लोकं आणखीन काय करणार? इमानदारीने जिंकता आलं नाही की दगाबाजी करणारच	OFF	UNT	
2412	@USER @USER अरे मृताच्या टाळू वरचे लोणी खाणारे तुम्ही नालायक लोक जनाची नाहीतर मनाची तरी बाळगा	OFF	TIN	OTH
2413	@USER @USER लालच नालायक माणसाला घरी बसवते	NOT		
2414	@USER राजकारणातील पातळी सोडलीच आहे पण आता माणुसकीची पातळी पण सोडली या भाजपाच्या नालायक नेत्यांनी यांच्यावर खरोखरच एवढी टीका क…	OFF	TIN	GRP
2415	@USER @USER @USER @USER @USER सगळी नालायक नसतात नाना म्हणजे नानाचं होतेकुठं ही…	OFF	UNT	
2416	@USER नालायक पणाची पण एक सीमा असते	OFF	UNT	
2417	@USER @USER @USER लाज वाटत होती पंढरी गेली पण नालायक कुठे पण नाचतात आज बंगाल मध्ये…	OFF	UNT	
2418	@USER एकदम चुप नालायक	OFF	TIN	OTH
2419	@USER @USER जसं शरद पवार ने नौटंकी केली पावसात भिजून तशी या ममता ने केली पाय तुटला म्हणे आता बरी झा…	OFF	TIN	IND
2420	@USER म्हणजे नक्की कोणा कड़े? नाव सांग की - आणि त्यांची लायकी पण सांगाआणि कांग्रेस जर इतकी नालायक अ…	OFF	TIN	GRP
2421	@USER @USER @USER @USER @USER एकदम भारी खुप बोलतो हा छगन जामीनावर आहे कळ…	NOT		
2422	@USER ) पण ने तर इतकी मोठी मृत्यूची लाट का आणावी ?उत्तर आत्ताची युद्धे कोणत्याच देशात व एकंदरीत मानवजातीला न परवडणारी आ…	NOT		
2423	@USER @USER भेंचो नालायक पणाची लिमीटच नाय राहिली	OFF	UNT	
2424	@USER दोन्ही बाजूला नालायक लोक आहेत जर कडे पुरावे आहेत तर मग छगन भुजबळ अजून बाहेर का???हे सगळे राजकारणी…	OFF	TIN	OTH
2425	@USER घराणेशाही मुळे देश भिकेला लावला तरी चालेल मात्र स्वतची नालायक कार्टी संसदेत गेलीच पाहिजे त्यांची लाय…	OFF	TIN	OTH
2426	@USER @USER थुक्क नालायक	OFF	UNT	
